Student_ID,Student_Name,Batch,Semester,Year,Mid1,Mid2,Internals,EndTerm,Attendance,Total_Marks,SGPA,Performance_Type
S0064,Anik Ganguly,2020,7,2023,8.32,8.33,14.7,72.27,76.4,67.48,6.55,Average
S0064,Anik Ganguly,2020,8,2023,9.75,9.3,13.08,85.34,81.8,74.81,7.37,Average
S0065,Rohan Chatterjee,2020,1,2020,12.12,10.02,16.82,100.0,69.1,88.96,8.59,Consistent_Topper
S0065,Rohan Chatterjee,2020,2,2020,10.44,12.13,16.31,100.0,70.3,88.87,8.69,Consistent_Topper
S0065,Rohan Chatterjee,2020,3,2021,11.67,13.64,19.25,100.0,66.5,94.56,9.36,Consistent_Topper
S0065,Rohan Chatterjee,2020,4,2021,11.85,11.74,18.26,100.0,70.3,91.86,9.7,Consistent_Topper
S0065,Rohan Chatterjee,2020,5,2022,10.25,10.58,16.15,100.0,72.2,86.98,8.81,Consistent_Topper
S0065,Rohan Chatterjee,2020,6,2022,9.2,9.53,16.21,99.61,66.1,84.74,8.42,Consistent_Topper
S0065,Rohan Chatterjee,2020,7,2023,10.96,10.97,14.47,100.0,72.3,86.4,8.69,Consistent_Topper
S0065,Rohan Chatterjee,2020,8,2023,10.48,10.75,15.75,100.0,80.3,86.98,8.69,Consistent_Topper
S0066,Debjit Sen,2020,1,2020,7.47,7.71,12.8,71.47,69.7,63.71,6.34,Average
S0066,Debjit Sen,2020,2,2020,8.5,8.99,13.26,73.94,71.9,67.73,6.95,Average
S0066,Debjit Sen,2020,3,2021,8.15,8.18,13.48,87.15,69.9,73.39,7.46,Average
S0066,Debjit Sen,2020,4,2021,6.19,6.25,9.38,63.21,67.0,53.42,5.77,Average
S0066,Debjit Sen,2020,5,2022,6.86,8.48,12.34,67.46,65.4,61.41,6.16,Average
S0066,Debjit Sen,2020,6,2022,6.6,7.87,13.6,82.4,68.8,69.26,7.61,Average
S0066,Debjit Sen,2020,7,2023,6.55,8.86,13.69,80.32,70.5,69.26,7.06,Average
S0066,Debjit Sen,2020,8,2023,10.34,8.14,13.9,76.78,69.4,70.78,6.35,Average
S0067,Sreya Sen,2020,1,2020,8.39,9.58,12.33,89.92,89.9,75.26,7.34,Average
S0067,Sreya Sen,2020,2,2020,7.83,7.92,13.95,83.38,94.3,71.4,6.84,Average
S0067,Sreya Sen,2020,3,2021,9.69,8.38,12.71,83.18,91.2,72.37,6.94,Average
S0067,Sreya Sen,2020,4,2021,6.64,7.08,13.61,73.52,93.8,64.09,6.47,Average
S0067,Sreya Sen,2020,5,2022,8.5,10.3,10.56,89.29,85.7,74.0,7.43,Average
S0067,Sreya Sen,2020,6,2022,10.06,8.99,11.66,82.08,97.7,71.75,6.97,Average
S0067,Sreya Sen,2020,7,2023,10.05,8.27,12.4,98.51,87.5,79.98,8.16,Average
S0067,Sreya Sen,2020,8,2023,7.67,8.6,13.8,84.78,84.4,72.46,7.56,Average
S0068,Souvik Pal,2020,1,2020,5.58,5.51,4.61,54.82,75.6,43.11,4.08,Low_Performer
S0068,Souvik Pal,2020,2,2020,7.57,5.19,8.4,44.61,83.4,43.46,4.47,Low_Performer
S0068,Souvik Pal,2020,3,2021,7.87,7.69,11.16,60.99,77.1,57.21,5.42,Low_Performer
S0068,Souvik Pal,2020,4,2021,2.54,4.9,5.65,50.12,83.7,38.14,3.22,Low_Performer
S0068,Souvik Pal,2020,5,2022,7.41,7.65,9.27,60.08,80.8,54.37,5.45,Low_Performer
S0068,Souvik Pal,2020,6,2022,8.4,8.23,11.25,61.24,79.8,58.49,6.37,Low_Performer
S0068,Souvik Pal,2020,7,2023,7.81,8.32,14.14,89.57,77.0,75.05,7.62,Low_Performer
S0068,Souvik Pal,2020,8,2023,8.57,6.91,13.91,72.34,86.4,65.56,6.92,Low_Performer
S0069,Arka Biswas,2020,1,2020,8.64,7.76,11.34,87.98,80.5,71.72,6.95,Average
S0069,Arka Biswas,2020,2,2020,8.98,7.86,14.92,77.86,80.5,70.7,6.99,Average
S0069,Arka Biswas,2020,3,2021,6.56,8.34,8.42,75.92,77.9,61.28,6.46,Average
S0069,Arka Biswas,2020,4,2021,7.58,8.91,11.06,79.0,85.7,67.06,6.56,Average
S0069,Arka Biswas,2020,5,2022,6.41,7.89,14.0,68.27,76.4,62.44,6.36,Average
S0069,Arka Biswas,2020,6,2022,7.54,9.91,8.94,88.88,78.1,70.83,7.32,Average
S0069,Arka Biswas,2020,7,2023,7.93,8.48,13.53,83.57,77.8,71.72,7.04,Average
S0069,Arka Biswas,2020,8,2023,9.1,8.38,11.98,85.16,73.3,72.04,7.71,Average
S0070,Sayan Mitra,2020,1,2020,10.59,10.58,16.26,100.0,78.8,87.43,9.37,Consistent_Topper
S0070,Sayan Mitra,2020,2,2020,10.72,10.73,16.39,100.0,75.8,87.84,8.78,Consistent_Topper
S0070,Sayan Mitra,2020,3,2021,9.71,13.68,14.91,100.0,74.2,88.31,8.86,Consistent_Topper
S0070,Sayan Mitra,2020,4,2021,11.28,10.7,16.2,94.17,68.5,85.26,8.0,Consistent_Topper
S0070,Sayan Mitra,2020,5,2022,10.87,9.43,15.66,99.57,81.8,85.75,8.43,Consistent_Topper
S0070,Sayan Mitra,2020,6,2022,11.16,9.95,14.32,96.37,74.6,83.61,8.19,Consistent_Topper
S0070,Sayan Mitra,2020,7,2023,10.19,10.31,14.38,93.36,75.9,81.56,7.81,Consistent_Topper
S0070,Sayan Mitra,2020,8,2023,9.3,10.89,14.52,98.01,74.8,83.72,8.24,Consistent_Topper
S0071,Aritra Roy,2020,1,2020,5.57,8.72,12.3,76.04,82.2,64.62,6.41,Average
S0071,Aritra Roy,2020,2,2020,6.83,6.28,13.79,69.86,80.3,61.83,6.45,Average
S0071,Aritra Roy,2020,3,2021,6.84,5.99,13.89,68.44,72.0,60.93,6.19,Average
S0071,Aritra Roy,2020,4,2021,6.63,7.53,7.93,71.09,82.7,57.64,6.24,Average
S0071,Aritra Roy,2020,5,2022,8.07,7.89,11.04,76.39,81.5,65.19,6.22,Average
S0071,Aritra Roy,2020,6,2022,9.69,8.06,14.13,72.01,75.8,67.89,6.63,Average
S0071,Aritra Roy,2020,7,2023,8.74,9.62,12.18,86.8,81.8,73.93,7.34,Average
S0071,Aritra Roy,2020,8,2023,10.78,10.58,15.28,83.76,77.4,78.52,7.43,Average
S0072,Anindita Ganguly,2020,1,2020,5.3,4.0,8.16,56.6,72.9,45.75,4.08,Low_Performer
S0072,Anindita Ganguly,2020,2,2020,8.16,6.89,12.2,67.39,72.1,60.95,5.68,Low_Performer
S0072,Anindita Ganguly,2020,3,2021,5.29,4.3,8.14,53.27,66.1,44.36,4.11,Low_Performer
S0072,Anindita Ganguly,2020,4,2021,4.43,4.95,5.78,56.31,71.7,43.31,4.45,Low_Performer
S0072,Anindita Ganguly,2020,5,2022,7.12,7.29,10.28,65.73,72.3,57.55,6.08,Low_Performer
S0072,Anindita Ganguly,2020,6,2022,7.03,9.78,9.8,69.26,67.5,61.24,6.21,Low_Performer
S0072,Anindita Ganguly,2020,7,2023,8.21,7.95,10.77,74.41,67.0,64.13,6.64,Low_Performer
S0072,Anindita Ganguly,2020,8,2023,7.54,7.37,10.0,72.01,71.5,60.91,6.6,Low_Performer
S0073,Kriti Ganguly,2020,1,2020,6.47,6.24,11.29,72.1,80.1,60.05,5.59,Late_Bloomer
S0073,Kriti Ganguly,2020,2,2020,5.58,4.59,10.75,59.48,79.5,50.66,4.67,Late_Bloomer
S0073,Kriti Ganguly,2020,3,2021,7.98,6.22,9.47,73.17,84.6,60.26,6.21,Late_Bloomer
S0073,Kriti Ganguly,2020,4,2021,7.39,8.25,12.16,66.04,80.4,60.82,6.03,Late_Bloomer
S0073,Kriti Ganguly,2020,5,2022,8.0,8.96,10.1,77.92,80.3,66.02,6.53,Late_Bloomer
S0073,Kriti Ganguly,2020,6,2022,9.75,11.25,11.94,91.76,82.2,78.82,7.88,Late_Bloomer
S0073,Kriti Ganguly,2020,7,2023,9.62,9.98,13.8,81.96,82.9,74.37,6.88,Late_Bloomer
S0073,Kriti Ganguly,2020,8,2023,9.94,8.84,11.82,83.8,77.6,72.5,7.55,Late_Bloomer
S0074,Shruti Banerjee,2020,1,2020,10.33,10.43,16.14,92.36,73.9,83.08,7.93,Average
S0074,Shruti Banerjee,2020,2,2020,8.42,9.15,13.15,82.7,75.1,72.07,6.28,Average
S0074,Shruti Banerjee,2020,3,2021,8.66,10.41,13.62,80.74,73.2,73.06,7.44,Average
S0074,Shruti Banerjee,2020,4,2021,6.19,7.43,9.47,64.96,76.7,55.57,5.8,Average
S0074,Shruti Banerjee,2020,5,2022,9.85,6.64,11.83,82.48,73.1,69.56,7.21,Average
S0074,Shruti Banerjee,2020,6,2022,9.86,8.63,13.98,84.86,78.7,74.89,7.84,Average
S0074,Shruti Banerjee,2020,7,2023,9.69,9.01,13.98,86.8,80.1,76.08,7.29,Average
S0074,Shruti Banerjee,2020,8,2023,10.48,8.06,11.73,80.87,77.7,70.7,6.9,Average
S0075,Rohan Ghosh,2020,1,2020,8.3,9.36,14.2,92.98,51.5,78.35,8.09,Average
S0075,Rohan Ghosh,2020,2,2020,8.97,7.49,10.73,82.06,62.9,68.22,6.29,Average
S0075,Rohan Ghosh,2020,3,2021,7.15,5.64,5.54,77.28,49.2,56.96,5.38,Average
S0075,Rohan Ghosh,2020,4,2021,7.04,6.14,9.18,57.97,53.6,51.35,4.88,Average
S0075,Rohan Ghosh,2020,5,2022,7.55,6.99,9.17,61.94,55.3,54.69,5.51,Average
S0075,Rohan Ghosh,2020,6,2022,6.4,5.72,10.48,77.24,55.2,61.23,6.29,Average
S0075,Rohan Ghosh,2020,7,2023,10.32,11.37,13.1,89.1,52.7,79.34,7.17,Average
S0075,Rohan Ghosh,2020,8,2023,10.35,9.41,14.75,81.51,53.7,75.27,7.25,Average
S0076,Maya Chatterjee,2020,1,2020,5.06,5.0,6.64,61.78,91.3,47.6,4.31,Low_Performer
S0076,Maya Chatterjee,2020,2,2020,6.93,6.9,8.84,65.28,90.1,55.31,5.5,Low_Performer
S0076,Maya Chatterjee,2020,3,2021,7.96,6.89,11.51,61.98,92.4,57.35,5.59,Low_Performer
S0076,Maya Chatterjee,2020,4,2021,6.82,6.05,8.38,64.1,83.7,53.3,5.5,Low_Performer
S0076,Maya Chatterjee,2020,5,2022,7.23,6.47,7.86,50.17,92.6,46.64,4.75,Low_Performer
S0076,Maya Chatterjee,2020,6,2022,4.76,5.37,9.38,46.33,91.5,42.67,4.17,Low_Performer
S0076,Maya Chatterjee,2020,7,2023,6.23,8.77,6.42,65.89,86.7,54.37,5.32,Low_Performer
S0076,Maya Chatterjee,2020,8,2023,6.95,6.73,10.33,68.6,90.9,58.3,5.8,Low_Performer
S0077,Diya Ghosh,2020,1,2020,6.78,6.08,13.04,78.67,77.5,65.24,6.6,Average
S0077,Diya Ghosh,2020,2,2020,8.09,8.86,14.32,82.38,78.5,72.46,6.95,Average
S0077,Diya Ghosh,2020,3,2021,10.39,11.69,16.94,90.07,74.3,84.05,8.52,Average
S0077,Diya Ghosh,2020,4,2021,9.97,7.12,14.15,100.0,72.5,81.24,8.32,Average
S0077,Diya Ghosh,2020,5,2022,8.73,8.35,14.89,81.03,75.5,72.48,6.99,Average
S0077,Diya Ghosh,2020,6,2022,8.07,10.04,12.96,72.21,77.7,67.19,6.2,Average
S0077,Diya Ghosh,2020,7,2023,8.17,9.4,14.85,86.04,64.1,75.45,7.41,Average
S0077,Diya Ghosh,2020,8,2023,9.91,8.48,11.42,89.38,74.8,74.5,8.04,Average
S0078,Amit Mukherjee,2020,1,2020,6.01,5.98,9.3,57.82,73.2,50.2,4.31,Low_Performer
S0078,Amit Mukherjee,2020,2,2020,5.15,6.05,8.78,68.79,81.0,54.37,5.88,Low_Performer
S0078,Amit Mukherjee,2020,3,2021,5.82,6.02,11.33,58.14,71.1,52.23,4.66,Low_Performer
S0078,Amit Mukherjee,2020,4,2021,2.76,3.64,3.54,53.01,68.2,36.44,3.34,Low_Performer
S0078,Amit Mukherjee,2020,5,2022,3.95,5.04,8.93,48.94,78.3,42.39,4.51,Low_Performer
S0078,Amit Mukherjee,2020,6,2022,5.64,7.88,6.12,58.1,76.0,48.69,4.8,Low_Performer
S0078,Amit Mukherjee,2020,7,2023,5.32,3.95,9.21,55.45,78.3,46.21,4.82,Low_Performer
S0078,Amit Mukherjee,2020,8,2023,5.38,7.86,8.71,51.27,75.5,47.58,4.4,Low_Performer
S0079,Abhishek Dutta,2020,1,2020,8.1,7.75,11.53,64.68,62.4,59.72,5.64,Average
S0079,Abhishek Dutta,2020,2,2020,7.17,7.89,10.65,72.74,65.0,62.09,6.28,Average
S0079,Abhishek Dutta,2020,3,2021,9.14,7.11,11.22,88.05,73.6,71.49,6.9,Average
S0079,Abhishek Dutta,2020,4,2021,8.57,7.81,9.27,86.36,63.8,68.83,6.9,Average
S0079,Abhishek Dutta,2020,5,2022,7.25,7.69,12.17,82.57,67.3,68.39,6.61,Average
S0079,Abhishek Dutta,2020,6,2022,8.99,7.16,13.26,89.33,69.2,74.07,7.49,Average
S0079,Abhishek Dutta,2020,7,2023,7.53,7.43,14.95,87.57,71.1,73.68,7.73,Average
S0079,Abhishek Dutta,2020,8,2023,8.72,11.36,15.25,89.83,68.5,80.24,7.91,Average
S0080,Abhishek Sen,2020,1,2020,6.51,5.62,8.82,60.47,73.4,51.19,4.89,Low_Performer
S0080,Abhishek Sen,2020,2,2020,8.4,8.02,13.34,74.62,79.4,67.08,7.05,Low_Performer
S0080,Abhishek Sen,2020,3,2021,6.8,7.74,8.63,48.22,76.7,47.27,4.09,Low_Performer
S0080,Abhishek Sen,2020,4,2021,5.95,5.2,7.56,57.44,82.5,47.43,4.78,Low_Performer
S0080,Abhishek Sen,2020,5,2022,4.11,6.51,4.18,62.47,78.4,46.04,4.47,Low_Performer
S0080,Abhishek Sen,2020,6,2022,6.34,7.64,10.87,67.84,77.6,58.77,5.36,Low_Performer
S0080,Abhishek Sen,2020,7,2023,6.82,6.05,11.06,61.26,87.7,54.57,4.99,Low_Performer
S0080,Abhishek Sen,2020,8,2023,7.65,6.23,11.02,59.69,79.8,54.74,5.49,Low_Performer
S0081,Ananya Biswas,2020,1,2020,6.67,4.84,7.17,69.87,74.7,53.62,5.49,Late_Bloomer
S0081,Ananya Biswas,2020,2,2020,5.85,5.7,13.19,69.13,72.7,59.3,6.04,Late_Bloomer
S0081,Ananya Biswas,2020,3,2021,4.86,6.93,7.91,61.4,74.3,50.39,5.37,Late_Bloomer
S0081,Ananya Biswas,2020,4,2021,5.54,5.49,9.73,52.83,74.3,47.17,4.15,Late_Bloomer
S0081,Ananya Biswas,2020,5,2022,7.0,9.19,11.56,85.75,80.6,70.62,6.57,Late_Bloomer
S0081,Ananya Biswas,2020,6,2022,7.41,7.09,15.88,92.85,71.4,76.81,7.95,Late_Bloomer
S0081,Ananya Biswas,2020,7,2023,9.91,10.86,13.55,94.1,71.7,81.38,8.15,Late_Bloomer
S0081,Ananya Biswas,2020,8,2023,9.54,8.46,15.46,91.52,75.9,79.22,7.63,Late_Bloomer
S0082,Souvik Mukherjee,2020,1,2020,7.04,8.93,10.85,74.92,77.1,64.29,6.41,Average
S0082,Souvik Mukherjee,2020,2,2020,8.82,9.2,13.28,83.76,83.3,73.18,7.57,Average
S0082,Souvik Mukherjee,2020,3,2021,7.71,7.39,12.47,71.64,72.9,63.38,6.73,Average
S0082,Souvik Mukherjee,2020,4,2021,8.97,9.14,10.98,86.18,71.7,72.18,7.22,Average
S0082,Souvik Mukherjee,2020,5,2022,7.02,7.16,14.47,76.72,77.7,67.02,7.01,Average
S0082,Souvik Mukherjee,2020,6,2022,8.36,8.48,14.03,83.95,75.1,72.85,7.23,Average
S0082,Souvik Mukherjee,2020,7,2023,10.07,10.28,13.92,89.47,74.7,79.01,7.69,Average
S0082,Souvik Mukherjee,2020,8,2023,8.63,8.21,15.3,81.01,78.3,72.65,7.41,Average
S0083,Aritra Sen,2020,1,2020,7.83,6.45,10.91,79.88,80.4,65.13,6.42,Average
S0083,Aritra Sen,2020,2,2020,8.42,7.77,7.62,84.87,81.8,66.23,6.48,Average
S0083,Aritra Sen,2020,3,2021,9.3,6.96,11.58,72.95,84.4,64.31,6.04,Average
S0083,Aritra Sen,2020,4,2021,9.11,7.57,11.7,84.02,86.6,70.39,7.19,Average
S0083,Aritra Sen,2020,5,2022,8.0,6.92,10.69,79.2,77.6,65.21,5.95,Average
S0083,Aritra Sen,2020,6,2022,9.37,9.03,12.76,95.43,75.7,78.89,8.51,Average
S0083,Aritra Sen,2020,7,2023,8.68,8.68,13.9,93.25,79.4,77.88,7.77,Average
S0083,Aritra Sen,2020,8,2023,9.05,9.16,12.01,90.4,92.1,75.41,7.57,Average
S0084,Diya Mitra,2020,1,2020,9.61,8.37,13.41,96.24,82.9,79.52,7.89,Average
S0084,Diya Mitra,2020,2,2020,6.75,6.28,11.55,83.1,81.6,66.13,6.17,Average
S0084,Diya Mitra,2020,3,2021,7.56,7.92,9.94,68.81,76.6,59.83,5.85,Average
S0084,Diya Mitra,2020,4,2021,8.95,8.67,13.49,72.25,82.8,67.24,6.13,Average
S0084,Diya Mitra,2020,5,2022,7.96,8.6,11.88,80.33,86.0,68.6,7.12,Average
S0084,Diya Mitra,2020,6,2022,8.29,7.65,13.3,83.68,74.3,71.07,6.89,Average
S0084,Diya Mitra,2020,7,2023,10.03,10.26,14.02,84.79,79.9,76.7,8.64,Average
S0084,Diya Mitra,2020,8,2023,10.37,10.65,15.63,75.75,84.8,74.54,7.69,Average
S0085,Riya Sarkar,2020,1,2020,5.87,6.25,8.77,47.35,76.9,44.56,4.62,Low_Performer
S0085,Riya Sarkar,2020,2,2020,3.05,5.79,6.45,53.62,78.0,42.1,4.47,Low_Performer
S0085,Riya Sarkar,2020,3,2021,5.41,4.22,9.29,63.31,86.3,50.57,4.92,Low_Performer
S0085,Riya Sarkar,2020,4,2021,6.24,8.14,11.29,69.18,80.1,60.26,6.14,Low_Performer
S0085,Riya Sarkar,2020,5,2022,5.52,6.76,13.27,55.91,78.1,53.51,5.38,Low_Performer
S0085,Riya Sarkar,2020,6,2022,7.12,5.95,8.86,68.11,87.7,55.98,5.89,Low_Performer
S0085,Riya Sarkar,2020,7,2023,7.75,9.41,13.17,73.73,86.7,67.2,6.43,Low_Performer
S0085,Riya Sarkar,2020,8,2023,8.52,8.21,13.17,64.37,77.8,62.09,5.63,Low_Performer
S0086,Mitali Ghosh,2021,1,2021,6.57,6.05,13.0,69.34,80.1,60.29,6.18,Average
S0086,Mitali Ghosh,2021,2,2021,8.92,7.1,11.88,76.31,79.5,66.06,6.87,Average
S0086,Mitali Ghosh,2021,3,2022,7.83,8.47,15.38,75.49,71.9,69.42,6.85,Average
S0086,Mitali Ghosh,2021,4,2022,11.05,10.02,14.36,83.62,80.8,77.24,7.7,Average
S0086,Mitali Ghosh,2021,5,2023,7.94,9.19,14.13,74.05,77.1,68.28,6.63,Average
S0086,Mitali Ghosh,2021,6,2023,8.16,9.15,12.72,96.8,76.9,78.43,7.76,Average
S0086,Mitali Ghosh,2021,7,2024,8.33,8.67,12.73,74.65,86.0,67.05,7.06,Average
S0086,Mitali Ghosh,2021,8,2024,7.8,9.13,14.04,90.14,72.6,76.04,7.95,Average
S0087,Arka Banerjee,2021,1,2021,10.14,8.31,14.66,81.26,73.9,73.74,7.78,Average
S0087,Arka Banerjee,2021,2,2021,8.85,7.89,15.07,88.13,71.7,75.88,7.23,Average
S0087,Arka Banerjee,2021,3,2022,8.09,8.88,14.67,82.99,77.5,73.14,8.0,Average
S0087,Arka Banerjee,2021,4,2022,7.67,7.76,12.41,83.45,72.2,69.56,7.05,Average
S0087,Arka Banerjee,2021,5,2023,9.68,7.81,10.38,86.28,80.2,71.02,7.09,Average
S0087,Arka Banerjee,2021,6,2023,10.26,7.47,11.67,82.91,83.4,70.85,7.26,Average
S0087,Arka Banerjee,2021,7,2024,10.04,9.33,12.64,94.1,70.8,79.06,7.86,Average
S0087,Arka Banerjee,2021,8,2024,10.17,10.73,14.25,93.04,74.3,81.67,8.02,Average
S0088,Soham Mitra,2021,1,2021,5.6,5.85,5.97,47.9,76.0,41.37,4.34,Low_Performer
S0088,Soham Mitra,2021,2,2021,7.5,7.48,12.89,55.72,72.8,55.73,5.36,Low_Performer
S0088,Soham Mitra,2021,3,2022,5.28,4.94,9.41,52.21,71.0,45.74,4.68,Low_Performer
S0088,Soham Mitra,2021,4,2022,3.54,4.68,7.54,64.62,72.5,48.07,4.83,Low_Performer
S0088,Soham Mitra,2021,5,2023,6.5,6.11,6.83,62.71,71.1,50.79,4.89,Low_Performer
S0088,Soham Mitra,2021,6,2023,7.73,5.93,11.39,65.18,73.3,57.64,5.96,Low_Performer
S0088,Soham Mitra,2021,7,2024,7.17,6.93,9.73,64.25,71.7,55.95,5.58,Low_Performer
S0088,Soham Mitra,2021,8,2024,7.48,5.97,9.35,73.15,72.0,59.37,5.27,Low_Performer
S0089,Ananya Biswas,2021,1,2021,7.38,8.52,15.39,80.55,68.8,71.57,7.67,Average
S0089,Ananya Biswas,2021,2,2021,8.48,7.61,12.49,72.25,72.3,64.7,6.28,Average
S0089,Ananya Biswas,2021,3,2022,8.06,7.3,15.4,82.51,67.6,72.02,7.95,Average
S0089,Ananya Biswas,2021,4,2022,7.2,8.29,12.91,83.41,70.1,70.1,7.27,Average
S0089,Ananya Biswas,2021,5,2023,7.98,7.1,10.1,75.94,66.9,63.16,6.62,Average
S0089,Ananya Biswas,2021,6,2023,7.83,8.54,11.72,83.47,69.9,69.82,7.22,Average
S0089,Ananya Biswas,2021,7,2024,9.23,8.68,13.13,76.1,67.6,69.09,7.0,Average
S0089,Ananya Biswas,2021,8,2024,9.9,9.56,13.27,71.43,67.5,68.44,6.96,Average
S0090,Soham Paul,2021,1,2021,8.67,9.12,11.27,78.59,67.0,68.36,6.63,Average
S0090,Soham Paul,2021,2,2021,8.07,8.08,12.32,79.41,73.7,68.18,6.96,Average
S0090,Soham Paul,2021,3,2022,7.71,9.42,12.89,76.5,78.1,68.27,5.51,Average
S0090,Soham Paul,2021,4,2022,9.21,8.26,8.88,85.11,70.6,68.9,7.02,Average
S0090,Soham Paul,2021,5,2023,8.05,9.11,12.74,62.89,72.5,61.35,5.54,Average
S0090,Soham Paul,2021,6,2023,8.03,6.21,12.62,73.59,61.9,63.66,6.55,Average
S0090,Soham Paul,2021,7,2024,7.81,7.97,12.27,73.93,65.7,65.01,6.57,Average
S0090,Soham Paul,2021,8,2024,8.92,8.41,11.93,84.81,66.9,71.67,7.32,Average
S0091,Nisha Basu,2021,1,2021,10.37,9.24,16.9,100.0,81.2,86.51,8.72,Consistent_Topper
S0091,Nisha Basu,2021,2,2021,11.62,11.12,16.51,100.0,84.5,89.25,8.41,Consistent_Topper
S0091,Nisha Basu,2021,3,2022,10.65,13.35,16.78,100.0,87.2,90.78,9.0,Consistent_Topper
S0091,Nisha Basu,2021,4,2022,10.07,9.86,12.94,100.0,86.8,82.87,8.2,Consistent_Topper
S0091,Nisha Basu,2021,5,2023,10.31,11.09,15.77,93.68,85.7,84.01,8.45,Consistent_Topper
S0091,Nisha Basu,2021,6,2023,10.19,12.38,12.45,93.42,77.9,81.73,8.1,Consistent_Topper
S0091,Nisha Basu,2021,7,2024,11.51,11.19,17.76,100.0,81.1,90.47,9.05,Consistent_Topper
S0091,Nisha Basu,2021,8,2024,9.61,10.77,18.7,100.0,93.8,89.08,8.51,Consistent_Topper
S0092,Sumit Banerjee,2021,1,2021,6.28,8.59,13.2,79.48,83.7,67.8,6.25,Average
S0092,Sumit Banerjee,2021,2,2021,9.77,9.84,14.56,84.78,82.8,76.56,7.92,Average
S0092,Sumit Banerjee,2021,3,2022,8.55,8.49,13.92,74.13,71.0,68.02,7.15,Average
S0092,Sumit Banerjee,2021,4,2022,4.97,10.79,13.42,81.31,74.8,69.84,6.81,Average
S0092,Sumit Banerjee,2021,5,2023,8.55,8.8,14.79,79.96,86.0,72.12,7.39,Average
S0092,Sumit Banerjee,2021,6,2023,9.8,9.85,16.49,89.07,78.0,80.67,7.89,Average
S0092,Sumit Banerjee,2021,7,2024,8.11,9.93,13.05,73.86,77.1,68.01,6.53,Average
S0092,Sumit Banerjee,2021,8,2024,8.8,10.37,12.38,90.99,75.3,77.05,7.82,Average
S0093,Abhishek Pal,2021,1,2021,7.6,6.67,13.15,79.6,76.8,67.22,7.06,Average
S0093,Abhishek Pal,2021,2,2021,7.28,6.86,9.62,76.24,74.8,61.88,6.76,Average
S0093,Abhishek Pal,2021,3,2022,8.6,9.29,13.12,88.23,77.9,75.12,7.64,Average
S0093,Abhishek Pal,2021,4,2022,6.52,8.92,14.06,81.15,77.4,70.07,7.77,Average
S0093,Abhishek Pal,2021,5,2023,7.45,8.08,9.42,87.72,74.4,68.81,7.16,Average
S0093,Abhishek Pal,2021,6,2023,7.84,8.11,12.9,77.66,72.9,67.68,7.2,Average
S0093,Abhishek Pal,2021,7,2024,9.35,10.4,15.69,85.6,78.9,78.25,8.02,Average
S0093,Abhishek Pal,2021,8,2024,8.82,9.98,15.23,79.28,70.2,73.67,7.73,Average
S0094,Puja Saha,2021,1,2021,6.53,8.14,10.92,62.45,71.6,56.82,6.29,Average
S0094,Puja Saha,2021,2,2021,8.65,7.35,14.61,82.59,70.4,71.91,7.04,Average
S0094,Puja Saha,2021,3,2022,9.29,9.6,14.39,94.33,67.1,80.45,8.28,Average
S0094,Puja Saha,2021,4,2022,9.22,10.1,15.59,70.08,75.9,69.95,7.35,Average
S0094,Puja Saha,2021,5,2023,8.8,8.4,12.03,80.67,69.8,69.57,6.91,Average
S0094,Puja Saha,2021,6,2023,8.27,9.85,15.75,84.48,70.2,76.1,8.1,Average
S0094,Puja Saha,2021,7,2024,9.49,9.23,13.97,87.51,70.5,76.44,7.78,Average
S0094,Puja Saha,2021,8,2024,8.78,8.72,13.54,100.0,68.5,81.04,8.07,Average
S0095,Mitali Mukherjee,2021,1,2021,6.11,6.34,7.16,66.73,83.4,52.98,4.95,Low_Performer
S0095,Mitali Mukherjee,2021,2,2021,7.46,5.01,8.05,73.11,78.2,57.07,5.91,Low_Performer
S0095,Mitali Mukherjee,2021,3,2022,6.53,8.46,15.93,61.73,71.6,61.79,5.5,Low_Performer
S0095,Mitali Mukherjee,2021,4,2022,4.76,6.45,6.33,59.42,85.5,47.25,5.1,Low_Performer
S0095,Mitali Mukherjee,2021,5,2023,6.98,4.96,8.52,55.11,81.1,48.02,4.84,Low_Performer
S0095,Mitali Mukherjee,2021,6,2023,6.82,8.17,10.31,63.88,88.8,57.24,5.61,Low_Performer
S0095,Mitali Mukherjee,2021,7,2024,7.63,5.93,10.26,54.59,80.5,51.11,4.37,Low_Performer
S0095,Mitali Mukherjee,2021,8,2024,6.16,4.53,11.37,66.82,85.0,55.47,5.62,Low_Performer
S0096,Sweta Mondal,2021,1,2021,7.38,5.8,11.11,71.07,64.4,59.82,5.97,Low_Performer
S0096,Sweta Mondal,2021,2,2021,5.57,4.02,5.4,53.71,73.7,41.83,4.13,Low_Performer
S0096,Sweta Mondal,2021,3,2022,5.87,4.95,7.26,60.85,71.9,48.51,5.16,Low_Performer
S0096,Sweta Mondal,2021,4,2022,5.68,6.44,6.74,59.41,64.2,48.57,5.01,Low_Performer
S0096,Sweta Mondal,2021,5,2023,6.88,6.7,8.48,43.6,70.6,43.87,4.3,Low_Performer
S0096,Sweta Mondal,2021,6,2023,6.68,8.06,8.79,51.67,67.7,49.36,4.53,Low_Performer
S0096,Sweta Mondal,2021,7,2024,6.6,7.97,10.46,68.85,64.9,59.46,5.73,Low_Performer
